title,company,location,link
빅데이터 플랫폼 상품 개발 포털 대기업,포털 대기업,경기도,https://kr.indeed.com/viewjob?jk=dc68562127ae9908
2020년 하반기 경력사원 (IT(Digital Transformation)부문/Web개발),LG상사,서울 종로구,https://kr.indeed.com/viewjob?jk=0393b5a0990498cf
"주식운용, 마케팅",디지비자산운용,대한민국,https://kr.indeed.com/viewjob?jk=d9bd2c7aaf54def9
데이터 분석가,카카오,성남 판교역,https://kr.indeed.com/viewjob?jk=092d062a6faa7139
광고팀 - 분석가,Nexon,성남 분당구,https://kr.indeed.com/viewjob?jk=3a08c7089343733d
소형전지사업부 경력,삼성SDI,충청남도 천안,https://kr.indeed.com/viewjob?jk=089931931a0474d5
연구소 개발부문 연구원 직원 (회로설계/하드웨어설계/머신비전/이미지프로세싱),모든,경기도 광명,https://kr.indeed.com/viewjob?jk=7fe3cefee1ec0993
백엔드 엔지니어 (e-커머스),리디,서울특별시,https://kr.indeed.com/viewjob?jk=fb3aedda32d2843b
"[젠틀몬스터] 뉴미디어 컨텐츠 개발자, 기획, 디자이너",아이아이컴바인드,서울 마포구,https://kr.indeed.com/viewjob?jk=97c47e5b4429da35
NC 다이노스 데이터 분석 경력사원,엔씨다이노스,창원 마산회원구,https://kr.indeed.com/viewjob?jk=b1e3e9d3ceb670e8
Data Scientist (LINE TIMELINE),LINE Plus corporation,성남 서현역,https://kr.indeed.com/viewjob?jk=747e809417b65ce3
[전문연구요원] 상시,네이버,서울,https://kr.indeed.com/viewjob?jk=b79c2ae536063b01
Security Operations Center Analyst,Booz Allen Hamilton,경기도 평택,https://kr.indeed.com/viewjob?jk=3e207b801bb540db
LINE PC 클라이언트 개발,LINE Plus corporation,성남 서현역,https://kr.indeed.com/viewjob?jk=9f70eb1ab4bf6a52
2020년 창업역량강화 실전창업교육 무료,한국여성과학기술인지원센터,서울 강남구,https://kr.indeed.com/viewjob?jk=e6684e85b4fbf10f
"컴퓨터비전, AI, 영상처리 프로그래밍 전문가",바스코에너지,경기도 부천,https://kr.indeed.com/viewjob?jk=274f57bb86c57c78
소프트웨어 엔지니어,Nexon,성남 분당구,https://kr.indeed.com/viewjob?jk=d71794dc69947981
2020 KB데이타시스템 경력직 상시,KB데이타시스템,서울 마포구,https://kr.indeed.com/viewjob?jk=28fe1c7cb71014dc
[(주)케이엠에듀] AI(인공지능) 개발자 및 빅데이터 분석 플랫폼 개발 및 운영자,케이엠에듀,서울 금천구,https://kr.indeed.com/viewjob?jk=5a40c1062c719241
[해외취업] IT엔지니어,유아솔류션즈,대한민국,https://kr.indeed.com/viewjob?jk=69683e2b8c056c4d
"Applications Engineer, Staff",Synopsys,서울,https://kr.indeed.com/viewjob?jk=9c8217b043a1c66f
데이터분석가(팀장급),리디,서울,https://kr.indeed.com/viewjob?jk=d556a5075a39acee
데이터 분석가(팀원급),리디,서울,https://kr.indeed.com/viewjob?jk=2c01efd167df86c4
안드로이드 개발자,스포카,대한민국,https://kr.indeed.com/viewjob?jk=36a418cd05c30a44
Marketing Data Engineer,네오위즈,대한민국,https://kr.indeed.com/viewjob?jk=97968c185e65d31a
AI/빅데이터/클라우드 분야 (인재 Pool),LG유플러스,서울,https://kr.indeed.com/viewjob?jk=fb617eeb80ea6fa9
Data Engineer,NHN godo,서울 구로구,https://kr.indeed.com/viewjob?jk=3a8cf7e51ca14e44
Security Engineer (보안 엔지니어),Toss,서울 강남구,https://kr.indeed.com/viewjob?jk=fb6bafb5ae960c4e
[대형보험사] 데이터분석가 (대리~차장급),커리어라임즈,서울,https://kr.indeed.com/viewjob?jk=137e760f44d5ee19
Data Engineer,고도소프트,서울 구로구,https://kr.indeed.com/viewjob?jk=68ee194a9d487aac
2020 Market Data Analyst - Seoul (Korean Speaker),Bloomberg,서울,https://kr.indeed.com/viewjob?jk=212ca67d161b7162
2020년 하반기 (SW/DB 개발),씨젠,서울 송파구,https://kr.indeed.com/viewjob?jk=235d6f92b6999031
일본 소프트웨어 엔지니어 연수과정 3기 (K-MOVE 해외취업),JMP KOREA,서울,https://kr.indeed.com/viewjob?jk=41fbae1f0736eca8
"금융 데이터 분석 엔진, 로보어드바이저 개발자",에스비씨엔,서울 영등포구,https://kr.indeed.com/viewjob?jk=649ccf047c868778
"영상관제 및 스마트시티 보안 솔루션 개발 (C,C++)",비에이블컨설팅그룹,서울 구로구,https://kr.indeed.com/viewjob?jk=4d053dbdab29e5e2
디지털분야 경력직,지투알,서울,https://kr.indeed.com/viewjob?jk=6ce1b0abe9a52d32
2020 전문연구요원 공개 채용,넷마블,서울 구로구,https://kr.indeed.com/viewjob?jk=b1c8dcf6b4990bbd
MongoDB Engineer,카카오,성남 판교역,https://kr.indeed.com/viewjob?jk=2695294aea6dc3b6
"IT Project Manager, E-Commerce",Procter & Gamble,서울,https://kr.indeed.com/viewjob?jk=3df9dee441bb4e19
NAVER IDC 서버 운영/관리(평촌),NIT Service,안양 동안구,https://kr.indeed.com/viewjob?jk=097c35ed002a62e5
Software Test Engineer for HANA Engine Intelligence Team,SAP,서울,https://kr.indeed.com/viewjob?jk=8aeedb3a2dba74b6
디지털 전략 전문가 양성과정 교육/참여자,휴넷,서울 구로구,https://kr.indeed.com/viewjob?jk=69c4af8713e64d0d
2020 인바디 연구소 연구/개발 공개,인바디,서울 강남구,https://kr.indeed.com/viewjob?jk=b77789a648073261
[삼성청년SW아카데미] 프로젝트 컨설턴트 (멀티캠퍼스),멀티캠퍼스,경상북도 구미,https://kr.indeed.com/viewjob?jk=1a642e02295c816d
[쿠키런: 오븐브레이크] 데이터과학자 (인턴),데브시스터즈,서울 강남구,https://kr.indeed.com/viewjob?jk=e201707ec35558c4
추천 시스템 소프트웨어 엔지니어,카카오,성남 판교역,https://kr.indeed.com/viewjob?jk=07375dc4e800dfa9
[카카오커머스] 기술직군,카카오커머스,성남 분당구,https://kr.indeed.com/viewjob?jk=665e5885dfd75df4
Data Analyst,Axiologic Solutions,서울,https://kr.indeed.com/viewjob?jk=eb45c08f4c4a43d8
"웹 기획자(PM), 디자이너, 개발자",서울의료정보연구소,서울 강남구,https://kr.indeed.com/viewjob?jk=b631ffd1d6efc915
R&D 인공지능/딥러닝 / UNITY 신입,스칼라웍스,서울 금천구,https://kr.indeed.com/viewjob?jk=df4340b7b440221b
"Counter Intelligence and HUMINT Operations Analyst, Senior",Booz Allen Hamilton,경기도 평택,https://kr.indeed.com/viewjob?jk=1d1a37aff94c12d7
2019 Military Service Exemption Position Available at the IBS CMCM (Synthetic Organic/Polymer Chemistry OR Theoretical Study of Carbon and Related Materials),울산과학기술원,울산 언양읍,https://kr.indeed.com/viewjob?jk=8becbf73bbda7c96
[기술기획] [인사/경영지원] 사내시스템 개발자,한국카카오은행,성남 분당구,https://kr.indeed.com/viewjob?jk=9e6683a4a23002e1
[인재풀] 아티스트,Electronic Arts,서울,https://kr.indeed.com/viewjob?jk=aac8e9355cb855ac
Back-end Engineer (Python),Soomgo,서울 강남구,https://kr.indeed.com/viewjob?jk=752a4b5d63eac97c
"NAVER, LINE 서비스 플랫폼 운영",NIT Service,성남 삼평동,https://kr.indeed.com/viewjob?jk=285996f91e76a862
[기술기획] 클라우드 플랫폼 개발자,한국카카오은행,성남 분당구,https://kr.indeed.com/viewjob?jk=064270aae627e45b
Security Engineer (취약점 분석),Toss,서울 강남구,https://kr.indeed.com/viewjob?jk=96688eea9c1a9e28
(주)신세계아이앤씨 경력사원 상시,신세계아이앤씨,서울 중구,https://kr.indeed.com/viewjob?jk=9debec4c7f511ec8
기술 인턴 인공지능 응용 연구/개발 인턴,써로마인드로보틱스,서울 관악구,https://kr.indeed.com/viewjob?jk=71c47ac87bb4087e
[금융사업클랜] 비즈니스 데이터 분석가 (Business Data Analyst) 영입,카카오페이,성남 분당구,https://kr.indeed.com/viewjob?jk=eca18a1897e5d4ea
Data Analyst,레이니스트,서울,https://kr.indeed.com/viewjob?jk=e5ca14de265f7fc9
현대오토에버 경력사원 대규모 상시,현대오토에버,서울,https://kr.indeed.com/viewjob?jk=a5cce44e4a847727
"MVP 개발 엔지니어(서버, 웹프론트) (정규직, 계약직, 프리랜서)",더테스터,대전 중구,https://kr.indeed.com/viewjob?jk=1748baa27965fdbf
데이터분석팀 데이터분석가,넥스트플로어,서울 서초구,https://kr.indeed.com/viewjob?jk=fd021562f5b75103
NAVER IDC 서버 운영/관리(가산),NIT Service,서울 가산동,https://kr.indeed.com/viewjob?jk=70fccff4d30cb6bf
"R&D Engineer, Sr I",Synopsys,서울,https://kr.indeed.com/viewjob?jk=432b169b273d9964
매칭팀 - 데이터분석가,Nexon,성남 분당구,https://kr.indeed.com/viewjob?jk=48090bdf1303bd76
[서울/수원/천안] IT 분야 취업 연계 훈련생,휴먼교육센터,천안 동남구,https://kr.indeed.com/viewjob?jk=b3bde1882ae8a1d8
유저프로파일팀 - 데이터 모델러,Nexon,성남 분당구,https://kr.indeed.com/viewjob?jk=8dfc9993e2aa9160
Research Engineer - Machine Learning,AITRICS,서울,https://kr.indeed.com/viewjob?jk=05ce3c7d5c6c368c
분석지원팀 - 데이터 분석가,Nexon,성남 분당구,https://kr.indeed.com/viewjob?jk=4233609a843b5e96
Machine Learning 엔지니어 영입,카카오모빌리티,성남 분당구,https://kr.indeed.com/viewjob?jk=973c3d7f651d0313
콘텐츠서비스개발팀 - 데이터분석가,Nexon,성남 분당구,https://kr.indeed.com/viewjob?jk=b35da47f5e84c9b4
Technical Solutions Engineer,MightyHive,서울,https://kr.indeed.com/viewjob?jk=2d83dcf8baac736b
NAVER IDC 서버 운영/관리(춘천),NIT Service,춘천 동면,https://kr.indeed.com/viewjob?jk=de567c4b6b588c4c
챗봇 플랫폼 개발자,카카오,성남 판교역,https://kr.indeed.com/viewjob?jk=20d40ee61adffeca
[NAVERxLINE] Global Ad AI Engineer/AI Planner,네이버,서울,https://kr.indeed.com/viewjob?jk=a358a39da5dfc360
플랫폼 채팅모듈 개발자,Nexon,성남 분당구,https://kr.indeed.com/viewjob?jk=3b752abecf619fe5
추천 통계분석/데이터사이언티스트,카카오,성남 판교역,https://kr.indeed.com/viewjob?jk=bfe0f5ac4f32ec89
Junior Full-stack Developer,Asiance,서울,https://kr.indeed.com/viewjob?jk=fb84164a9eed9423
"[펜타시큐리티] 보안S/W 개발자 (DB, 인증, 클라우드)",펜타시큐리티시스템,서울 영등포구,https://kr.indeed.com/viewjob?jk=2f75fbb26440b236
Python 신입/경력 정규직,태그바이컴퍼니,서울 강남구,https://kr.indeed.com/viewjob?jk=e7b19736572ba66e
[대형보험사] 변액헤지 담당 (대리~차장급),커리어라임즈,서울,https://kr.indeed.com/viewjob?jk=c0410531767c0b41
빅데이터 분석 기술인력,한국정보기술단,과천 과천시,https://kr.indeed.com/viewjob?jk=08ac3f5ae6806ecd
MySQL Engineer,카카오,성남 판교역,https://kr.indeed.com/viewjob?jk=dd06066d79860614
악성코드 및 엔드포인트 위협 대응 보안 엔지니어 (경력),카카오,성남 판교역,https://kr.indeed.com/viewjob?jk=7e259408fd9b4f9c
추천 시스템 연구/개발,카카오,성남 판교역,https://kr.indeed.com/viewjob?jk=be6c1f03fa566f8e
분석실 - 베이지안 분석 전문가,Nexon,성남 분당구,https://kr.indeed.com/viewjob?jk=19b44e0d17d112e2
데이터 사이언티스트 지향하는 데이터 엔지니어,카카오,성남 판교역,https://kr.indeed.com/viewjob?jk=385c58c7ced1d77b
인프라 플랫폼 개발자,고도소프트,서울 구로구,https://kr.indeed.com/viewjob?jk=2b1c5b35b97700fc
FPGA 플랫폼 엔지니어(딥러닝 하드웨어 프로세서 개발),딥엑스,성남 분당구,https://kr.indeed.com/viewjob?jk=00a89d974a463f1f
2020 연구/개발 공개(영상처리),인바디,서울 강남구,https://kr.indeed.com/viewjob?jk=fb097f960762428c
Senior Field Service Engineer,Huntington Ingalls Industries Inc.,경기도 평택,https://kr.indeed.com/viewjob?jk=d5be40de21d8637a
[주식회사모이기술] 알고리즘 튜닝과 앙상블 코딩 경력자 -AI 딥러닝 대회 프로젝트,여성기업종합지원센터,서울 성북구,https://kr.indeed.com/viewjob?jk=b9ecab0ca2a98e8f
데스크탑 가상화(VDI) 엔지니어,카카오,성남 판교역,https://kr.indeed.com/viewjob?jk=530a598184580c95
[Autonomous Driving] Virtual Environment Simulation Engineer,네이버,서울,https://kr.indeed.com/viewjob?jk=5ed0334bca0963cb
[NAVERxLINE] Global Ad Data Engineer/Data Analyst,네이버,서울,https://kr.indeed.com/viewjob?jk=713deb15cc6428fd
클라우드 인프라 운영 담당자 모집,넷마블,서울 구로구,https://kr.indeed.com/viewjob?jk=bcd2f0630e298aa3
Data Scientist(CSS 모델링),Toss,서울 강남구,https://kr.indeed.com/viewjob?jk=3933762f9f06df56
데이터 분석 및 지표 구축,아프리카TV,성남 분당구,https://kr.indeed.com/viewjob?jk=613678e409e8667c
[메가존] 정보보호담당자 (신입가능),메가존,서울 강남구,https://kr.indeed.com/viewjob?jk=6acfef91f30582e4
스마트팩토리 부문 경력직 [IIoT 개발],엘에스글로벌인코퍼레이티드,안양 동안구,https://kr.indeed.com/viewjob?jk=3a40261b982f4ca6
[LS글로벌] 스마트팩토리 부문 경력직,엘에스글로벌인코퍼레이티드,안양 동안구,https://kr.indeed.com/viewjob?jk=12dfb9f949492abd
[카카오페이지] 데이터 엔지니어,카카오페이지,성남 분당구,https://kr.indeed.com/viewjob?jk=9b8e12fc100b1888
Junior Quant Trader,Byzantine Partners,서울,https://kr.indeed.com/viewjob?jk=25725b3c0e607311
Developers,Coinplug,경기도 성남,https://kr.indeed.com/viewjob?jk=9a9e91ae6092ed2d
[피파온라인4] 소프트웨어 엔지니어,Electronic Arts,서울,https://kr.indeed.com/viewjob?jk=1cf825d234463890
매칭팀 - 프로그래머,Nexon,성남 분당구,https://kr.indeed.com/viewjob?jk=b83e48f219011128
데이터 분석 직군 모집,넷마블,서울 구로구,https://kr.indeed.com/viewjob?jk=1c4f1c0b625f5abd
"데이터 가치 함께 발굴하실 머신러닝, 통계 모델링 전문가",카카오,성남 판교역,https://kr.indeed.com/viewjob?jk=d1e75364ef505c68
[주식회사 오내피플] 캐치시큐 백엔드 개발자(정규직),여성기업종합지원센터,서울 강서구,https://kr.indeed.com/viewjob?jk=0d5e170800ac4d58
웹프론트엔드 개발자,Nexon,성남 분당구,https://kr.indeed.com/viewjob?jk=f4a5057bd3043129
Cross Border Ecommerce - Business Intelligence (Based in Seoul),Shopee,서울,https://kr.indeed.com/viewjob?jk=b574f1454ae36aab
Security Engineer (모의해킹/취약점 점검),Toss,서울 강남구,https://kr.indeed.com/viewjob?jk=241ae1e7499c461c
Data Analyst,Toss,서울 강남구,https://kr.indeed.com/viewjob?jk=e393fa440b668be7
[Search] Global API 서빙 플랫폼 개발,네이버,서울,https://kr.indeed.com/viewjob?jk=6644e94fb52e7c0b
Chief Technology Officer,Asiance,서울,https://kr.indeed.com/viewjob?jk=4484523b503e0f07
TOAST CAM 임베디드 개발,NHN,성남 판교역,https://kr.indeed.com/viewjob?jk=1a75ce748c5f24e9
[AI Lab] Machine Learning 데이터 사이언티스트,버즈니,서울,https://kr.indeed.com/viewjob?jk=a93103d6dd6d208e
2020년 (주)알앤비소프트 상반기 신입/경력 사원,알앤비소프트웨어,성남 분당구,https://kr.indeed.com/viewjob?jk=aff0827cf77a81ca
메가스터디 교육그룹 부문별 신입 및 경력 공개,커리어게이트,서울 강남구,https://kr.indeed.com/viewjob?jk=914773b619a944de
RTL 및 ASIC 설계 엔지니어(딥러닝 하드웨어 프로세서 개발),딥엑스,성남 분당구,https://kr.indeed.com/viewjob?jk=694ab958318e7fdc
[AI검색플랫폼] 머신러닝 개발자,카카오엔터프라이즈,성남 분당구,https://kr.indeed.com/viewjob?jk=dea246efe3aa55a7
Bigdata Engineer 신입/ 경력직,SK인포섹,성남 분당구,https://kr.indeed.com/viewjob?jk=efc85245dd33a3aa
Analog Design Engineer(High-Speed Interface),Synopsys,경기도 성남,https://kr.indeed.com/viewjob?jk=d74aa20a454507fd
Data Specialist (Scientist&&Engineer),아우름플래닛,서울 마포구,https://kr.indeed.com/viewjob?jk=dd4d8e59a4a9265d
카카오 네트워크 엔지니어,카카오,성남 판교역,https://kr.indeed.com/viewjob?jk=f281c810daf0e10d
[정보보안] 보안분석 플랫폼 개발 및 운영 담당자,한국카카오은행,성남 분당구,https://kr.indeed.com/viewjob?jk=94bf3c1c1c64fc87
딥러닝 알고리즘 및 응용 Engineer,딥엑스,성남 분당구,https://kr.indeed.com/viewjob?jk=07a8bb63e26d141c
HANA Core Developer,SAP,서울,https://kr.indeed.com/viewjob?jk=0670de1bd35c0b7e
[NHN godo] 인프라 플랫폼 개발자,엔에이치엔고도,서울 구로구,https://kr.indeed.com/viewjob?jk=212d5a9db145fc34
Support Engineer _ Azure PaaS,Microsoft,서울,https://kr.indeed.com/viewjob?jk=01bc879744c28f9c
[Clova] Clova AI 인재,네이버,서울,https://kr.indeed.com/viewjob?jk=92bd400e3b5306ba
Solutions Engineer,Confluent,서울,https://kr.indeed.com/viewjob?jk=6a399a2c059ebbb1
카카오톡 보이스톡/페이스톡/라이브톡 개발자,카카오,성남 판교역,https://kr.indeed.com/viewjob?jk=d585814d097935eb
AI 연구/개발 직군 모집,넷마블,서울 구로구,https://kr.indeed.com/viewjob?jk=481f953ccaa4bc96
Information Management Office Cybersecurity Engineer,Booz Allen Hamilton,서울,https://kr.indeed.com/viewjob?jk=4c3776c4cce63109
2020년도 IT기획팀 경력사원,한국다이이찌산쿄,서울 중구,https://kr.indeed.com/viewjob?jk=06d03fe7addaa264
AI/ 음성인식/ 차량보안/ 빅데이터/ IoT 등 R&D 부문 경력,현대오토에버,서울 강남구,https://kr.indeed.com/viewjob?jk=483b5c30ed9ccb06
빅데이터 플랫폼 상품 개발 포털 대기업,포털 대기업,경기도,https://kr.indeed.com/viewjob?jk=dc68562127ae9908
2020년 하반기 경력사원 (IT(Digital Transformation)부문/Web개발),LG상사,서울 종로구,https://kr.indeed.com/viewjob?jk=0393b5a0990498cf
"주식운용, 마케팅",디지비자산운용,대한민국,https://kr.indeed.com/viewjob?jk=d9bd2c7aaf54def9
데이터 분석가,카카오,성남 판교역,https://kr.indeed.com/viewjob?jk=092d062a6faa7139
광고팀 - 분석가,Nexon,성남 분당구,https://kr.indeed.com/viewjob?jk=3a08c7089343733d
소형전지사업부 경력,삼성SDI,충청남도 천안,https://kr.indeed.com/viewjob?jk=089931931a0474d5
연구소 개발부문 연구원 직원 (회로설계/하드웨어설계/머신비전/이미지프로세싱),모든,경기도 광명,https://kr.indeed.com/viewjob?jk=7fe3cefee1ec0993
데이터 엔지니어,크로스앵글,서울 반포동,https://kr.indeed.com/viewjob?jk=ae15250b0a7f47e0
Technical Trainer - Amazon Web Services,Amazon Web Services Korea LLC,서울,https://kr.indeed.com/viewjob?jk=f044d9361c664f80
메시지발송 플랫폼 개발자,Nexon,성남 분당구,https://kr.indeed.com/viewjob?jk=eaee1538d8cc832f
"Sales Engineer, Sr II",Synopsys,서울,https://kr.indeed.com/viewjob?jk=cb663654c2b397f3
Tech U Associate Technical Trainer - 2020 Korea,Amazon Web Services Korea LLC,서울,https://kr.indeed.com/viewjob?jk=a8b83b3070bb370a
[머니클랜] 비즈니스 데이터 분석가 (Business Data Analyst) 영입,카카오페이,성남 분당구,https://kr.indeed.com/viewjob?jk=ff1ba19d226052f5
카카오 광고 서비스 알고리즘 및 시스템 개발,카카오,성남 판교역,https://kr.indeed.com/viewjob?jk=afe92c03320fe1b3
[던전앤파이터] 2D/3D 그래픽 기술개발 부문 TA,네오플,서울 강남구,https://kr.indeed.com/viewjob?jk=22f7b14e98d420c7
Datacenter Engineer (강원도 춘천 근무),Oracle,서울,https://kr.indeed.com/viewjob?jk=9e1ab356c0d2de12
데브옵스개발팀 - 웹 프로그래머,Nexon,성남 분당구,https://kr.indeed.com/viewjob?jk=c78a3c5d7bb7d883
GNI 소프트웨어 개발자,KAN,울산 북구,https://kr.indeed.com/viewjob?jk=b2ebc1da56d8b120
[TmaxAI/기술] 기술지원 엔지니어,티맥스소프트,성남 분당구,https://kr.indeed.com/viewjob?jk=94bbaed0e8988ea6
Data Engineer,Toss,서울 강남구,https://kr.indeed.com/viewjob?jk=ea092b3fafb8c17f
"[국비무료] 빅데이터 활용한 예측분석, 머신러닝 전문가 교육과정",하이미디어컴퓨터학원,서울 종로구,https://kr.indeed.com/viewjob?jk=6446755435027b92
시스템개발팀 경력사원,한화솔루션,서울 중구,https://kr.indeed.com/viewjob?jk=96beffb2c2c358cc
검색서비스 서버 개발 신입/경력,포티투마루,서울 관악구,https://kr.indeed.com/viewjob?jk=e010f7780d479126
Solution Architect for Deep Learning and Data Analytics,NVIDIA,서울,https://kr.indeed.com/viewjob?jk=b4c089a6bea60f6c
Customer Operations Engineering Manager,Success Korea,대한민국,https://kr.indeed.com/viewjob?jk=8a15326f80e07c08
경력사원 상시 (AI 기획 및 개발),신세계아이앤씨,서울 중구,https://kr.indeed.com/viewjob?jk=ab6d748f635fcc41
"모빌리티 기업 렌카, 데이터 분석 담당자",렌카,서울 광진구,https://kr.indeed.com/viewjob?jk=fd3f8b6962423c98
프로그램 개발자,지오로그,안양 동안구,https://kr.indeed.com/viewjob?jk=a8e330f542785ecf
Solutions Architect - Amazon Connect,Amazon Web Services Korea LLC,서울,https://kr.indeed.com/viewjob?jk=5c6723a17ad467f6
Support Engineer _ Azure Security,Microsoft,서울,https://kr.indeed.com/viewjob?jk=ac8d5ff1022fce65
신규MMORPG 프로젝트 TA,Nexon,성남 분당구,https://kr.indeed.com/viewjob?jk=653076b96698fd08
[스타트업] 태스크마켓 (경력/신입),플레이미션,서울 강남구,https://kr.indeed.com/viewjob?jk=09c53aae27d4639b
게임이상탐지팀 서비스 개발자,Nexon,성남 분당구,https://kr.indeed.com/viewjob?jk=e787fde04b998e1a
Software Developer - Front-End / Back-End,AITRICS,서울,https://kr.indeed.com/viewjob?jk=5123207a169f90eb
인프라 플랫폼 개발자,NHN godo,서울 구로구,https://kr.indeed.com/viewjob?jk=c8a7c9c4022a3544
Healthcare Real World Data Analyst 담당자,IQVIA,서울,https://kr.indeed.com/viewjob?jk=a746de9c7a6168ef
[스타트업] 공동구매 플랫폼 (경력/신입),플레이미션,서울 강남구,https://kr.indeed.com/viewjob?jk=e870bec21c9bfa7e
데이터연동개발팀 - 데이터엔지니어,Nexon,성남 분당구,https://kr.indeed.com/viewjob?jk=5b8d56d7f11903a2
[ 2020 YG ENTERTAINMENT ] 정보관리 경력 (IT시스템 개발) - 상시 채용,YG 엔터테인먼트,서울 합정동,https://kr.indeed.com/viewjob?jk=dab3f72b35f4bc7e
TECH U Associate Solutions Architect - 2020 Korea,Amazon Web Services Korea LLC,서울,https://kr.indeed.com/viewjob?jk=d66914db200312e0
qe 소프트웨어 엔지니어,에이치알 코리아,대한민국,https://kr.indeed.com/viewjob?jk=85687b250386c4be
[기술플랫폼실] 보안 기술 개발자 영입,카카오페이,성남 분당구,https://kr.indeed.com/viewjob?jk=23684e42929f63a1
데이터 사이언스 전문가 및 머신러닝 전문가,카카오,성남 판교역,https://kr.indeed.com/viewjob?jk=85929aac498299cc
Data Center Technician,Amzn Corporate Services Korea,서울,https://kr.indeed.com/viewjob?jk=7dbe3df287703894
[유명생보사] 통계분석 모델링 담당자,㈜에프앤이그재제큐티브,서울,https://kr.indeed.com/viewjob?jk=1a282f7477ebb853
백엔드 파운트 시스템 엔지니어 (현재 급여수준 이상 보장),파운트,서울 충정로역,https://kr.indeed.com/viewjob?jk=d6c05c588971df5a
